FBLIM1	FBLIM1
UQCRHL	UQCRHL
SPEN	SPEN
ZBTB17	ZBTB17
SRARP	SRARP
HSPB7	HSPB7
CLCNKA	CLCNKA
CLCNKB	CLCNKB
FAM131C	FAM131C
EPHA2	EPHA2
ARHGEF19	ARHGEF19
CPLANE2	CPLANE2
FBXO42	FBXO42
SZRD1	SZRD1
SPATA21	SPATA21
NECAP2	NECAP2
NBPF1	NBPF1
CROCC	CROCC
MFAP2	MFAP2
ATP13A2	ATP13A2
SDHB	SDHB
PADI2	PADI2
PADI1	PADI1
PADI3	PADI3
PADI4	PADI4
PADI6	PADI6
RCC2	RCC2
ARHGEF10L	ARHGEF10L
ACTL8	ACTL8
IGSF21	IGSF21
KLHDC7A	KLHDC7A
PAX7	PAX7
TAS1R2	TAS1R2
AL080251.1	AL080251.1
ALDH4A1	ALDH4A1
IFFO2	IFFO2
UBR4	UBR4
EMC1	EMC1
MRTO4	MRTO4
AKR7A3	AKR7A3
AKR7A2	AKR7A2
PQLC2	PQLC2
CAPZB	CAPZB
MINOS1	MINOS1
NBL1	NBL1
MINOS1-NBL1	MINOS1-NBL1
HTR6	HTR6
TMCO4	TMCO4
RNF186	RNF186
OTUD3	OTUD3
PLA2G2E	PLA2G2E
PLA2G2A	PLA2G2A
PLA2G5	PLA2G5
PLA2G2D	PLA2G2D
PLA2G2F	PLA2G2F
PLA2G2C	PLA2G2C
UBXN10	UBXN10
VWA5B1	VWA5B1
CAMK2N1	CAMK2N1
MUL1	MUL1
FAM43B	FAM43B
CDA	CDA
PINK1	PINK1
DDOST	DDOST
KIF17	KIF17
SH2D5	SH2D5
HP1BP3	HP1BP3
EIF4G3	EIF4G3
ECE1	ECE1
NBPF3	NBPF3
ALPL	ALPL
RAP1GAP	RAP1GAP
USP48	USP48
LDLRAD2	LDLRAD2
HSPG2	HSPG2
CELA3B	CELA3B
CELA3A	CELA3A
AL031281.2	AL031281.2
CDC42	CDC42
WNT4	WNT4
ZBTB40	ZBTB40
EPHA8	EPHA8
C1QA	C1QA
C1QC	C1QC
C1QB	C1QB
EPHB2	EPHB2
LACTBL1	LACTBL1
TEX46	TEX46
KDM1A	KDM1A
LUZP1	LUZP1
HTR1D	HTR1D
HNRNPR	HNRNPR
ZNF436	ZNF436
TCEA3	TCEA3
ASAP3	ASAP3
E2F2	E2F2
ID3	ID3
RPL11	RPL11
ELOA	ELOA
PITHD1	PITHD1
LYPLA2	LYPLA2
GALE	GALE
HMGCL	HMGCL
FUCA1	FUCA1
CNR2	CNR2
PNRC2	PNRC2
SRSF10	SRSF10
MYOM3	MYOM3
IL22RA1	IL22RA1
IFNLR1	IFNLR1
GRHL3	GRHL3
STPG1	STPG1
NIPAL3	NIPAL3
RCAN3	RCAN3
NCMAP	NCMAP
SRRM1	SRRM1
CLIC4	CLIC4
RUNX3	RUNX3
SYF2	SYF2
RSRP1	RSRP1
RHD	RHD
TMEM50A	TMEM50A
RHCE	RHCE
MACO1	MACO1
LDLRAP1	LDLRAP1
MAN1C1	MAN1C1
SELENON	SELENON
AL020996.2	AL020996.2
MTFR1L	MTFR1L
AUNIP	AUNIP
PAQR7	PAQR7
STMN1	STMN1
PAFAH2	PAFAH2
EXTL1	EXTL1
SLC30A2	SLC30A2
TRIM63	TRIM63
PDIK1L	PDIK1L
FAM110D	FAM110D
C1orf232	C1orf232
AL391650.1	AL391650.1
ZNF593	ZNF593
CNKSR1	CNKSR1
CATSPER4	CATSPER4
CEP85	CEP85
SH3BGRL3	SH3BGRL3
UBXN11	UBXN11
CD52	CD52
CRYBG2	CRYBG2
ZNF683	ZNF683
LIN28A	LIN28A
DHDDS	DHDDS
HMGN2	HMGN2
RPS6KA1	RPS6KA1
ARID1A	ARID1A
PIGV	PIGV
ZDHHC18	ZDHHC18
SFN	SFN
GPN2	GPN2
GPATCH3	GPATCH3
NUDC	NUDC
NR0B2	NR0B2
KDF1	KDF1
TRNP1	TRNP1
TENT5B	TENT5B
SLC9A1	SLC9A1
WDTC1	WDTC1
TMEM222	TMEM222
SYTL1	SYTL1
MAP3K6	MAP3K6
FCN3	FCN3
CD164L2	CD164L2
GPR3	GPR3
WASF2	WASF2
AHDC1	AHDC1
FGR	FGR
IFI6	IFI6
FAM76A	FAM76A
STX12	STX12
PPP1R8	PPP1R8
THEMIS2	THEMIS2
RPA2	RPA2
SMPDL3B	SMPDL3B
XKR8	XKR8
EYA3	EYA3
PTAFR	PTAFR
DNAJC8	DNAJC8
ATP5IF1	ATP5IF1
SESN2	SESN2
MED18	MED18
PHACTR4	PHACTR4
RCC1	RCC1
TRNAU1AP	TRNAU1AP
TAF12	TAF12
RAB42	RAB42
GMEB1	GMEB1
YTHDF2	YTHDF2
OPRD1	OPRD1
EPB41	EPB41
TMEM200B	TMEM200B
SRSF4	SRSF4
MECR	MECR
PTPRU	PTPRU
MATN1	MATN1
LAPTM5	LAPTM5
SDC3	SDC3
PUM1	PUM1
NKAIN1	NKAIN1
SNRNP40	SNRNP40
ZCCHC17	ZCCHC17
FABP3	FABP3
SERINC2	SERINC2
TINAGL1	TINAGL1
HCRTR1	HCRTR1
PEF1	PEF1
COL16A1	COL16A1
ADGRB2	ADGRB2
SPOCD1	SPOCD1
PTP4A2	PTP4A2
KHDRBS1	KHDRBS1
TMEM39B	TMEM39B
KPNA6	KPNA6
TXLNA	TXLNA
CCDC28B	CCDC28B
IQCC	IQCC
DCDC2B	DCDC2B
TMEM234	TMEM234
EIF3I	EIF3I
FAM167B	FAM167B
LCK	LCK
HDAC1	HDAC1
MARCKSL1	MARCKSL1
TSSK3	TSSK3
FAM229A	FAM229A
BSDC1	BSDC1
AL033529.1	AL033529.1
ZBTB8B	ZBTB8B
ZBTB8A	ZBTB8A
ZBTB8OS	ZBTB8OS
RBBP4	RBBP4
SYNC	SYNC
KIAA1522	KIAA1522
YARS	YARS
S100PBP	S100PBP
FNDC5	FNDC5
HPCA	HPCA
TMEM54	TMEM54
RNF19B	RNF19B
AK2	AK2
AZIN2	AZIN2
TRIM62	TRIM62
ZNF362	ZNF362
A3GALT2	A3GALT2
PHC2	PHC2
ZSCAN20	ZSCAN20
CSMD2	CSMD2
HMGB4	HMGB4
C1orf94	C1orf94
SMIM12	SMIM12
GJB5	GJB5
GJB4	GJB4
GJB3	GJB3
GJA4	GJA4
DLGAP3	DLGAP3
AC114490.3	AC114490.3
AC114490.2	AC114490.2
TMEM35B	TMEM35B
ZMYM6	ZMYM6
ZMYM1	ZMYM1
SFPQ	SFPQ
ZMYM4	ZMYM4
KIAA0319L	KIAA0319L
NCDN	NCDN
TFAP2E	TFAP2E
PSMB2	PSMB2
C1orf216	C1orf216
CLSPN	CLSPN
AGO4	AGO4
AGO1	AGO1
AGO3	AGO3
TEKT2	TEKT2
ADPRHL2	ADPRHL2
COL8A2	COL8A2
TRAPPC3	TRAPPC3
MAP7D1	MAP7D1
THRAP3	THRAP3
SH3D21	SH3D21
EVA1B	EVA1B
STK40	STK40
LSM10	LSM10
OSCP1	OSCP1
MRPS15	MRPS15
CSF3R	CSF3R
GRIK3	GRIK3
ZC3H12A	ZC3H12A
MEAF6	MEAF6
SNIP1	SNIP1
DNALI1	DNALI1
GNL2	GNL2
RSPO1	RSPO1
C1orf109	C1orf109
CDCA8	CDCA8
EPHA10	EPHA10
MANEAL	MANEAL
YRDC	YRDC
C1orf122	C1orf122
MTF1	MTF1
INPP5B	INPP5B
SF3A3	SF3A3
FHL3	FHL3
UTP11	UTP11
POU3F1	POU3F1
RRAGC	RRAGC
MYCBP	MYCBP
GJA9-MYCBP	GJA9-MYCBP
GJA9	GJA9
RHBDL2	RHBDL2
AKIRIN1	AKIRIN1
NDUFS5	NDUFS5
MACF1	MACF1
BMP8A	BMP8A
PABPC4	PABPC4
HEYL	HEYL
NT5C1A	NT5C1A
HPCAL4	HPCAL4
PPIE	PPIE
BMP8B	BMP8B
OXCT2	OXCT2
TRIT1	TRIT1
MYCL	MYCL
MFSD2A	MFSD2A
CAP1	CAP1
PPT1	PPT1
RLF	RLF
TMCO2	TMCO2
ZMPSTE24	ZMPSTE24
COL9A2	COL9A2
SMAP2	SMAP2
ZFP69B	ZFP69B
ZFP69	ZFP69
EXO5	EXO5
ZNF684	ZNF684
RIMS3	RIMS3
NFYC	NFYC
KCNQ4	KCNQ4
CITED4	CITED4
CTPS1	CTPS1
SLFNL1	SLFNL1
SCMH1	SCMH1
FOXO6	FOXO6
EDN2	EDN2
HIVEP3	HIVEP3
AC119676.1	AC119676.1
GUCA2B	GUCA2B
GUCA2A	GUCA2A
FOXJ3	FOXJ3
RIMKLA	RIMKLA
ZMYND12	ZMYND12
PPCS	PPCS
CCDC30	CCDC30
PPIH	PPIH
YBX1	YBX1
CLDN19	CLDN19
P3H1	P3H1
C1orf50	C1orf50
AC098484.3	AC098484.3
TMEM269	TMEM269
SVBP	SVBP
ERMAP	ERMAP
ZNF691	ZNF691
SLC2A1	SLC2A1
FAM183A	FAM183A
EBNA1BP2	EBNA1BP2
CFAP57	CFAP57
TMEM125	TMEM125
C1orf210	C1orf210
TIE1	TIE1
MPL	MPL
CDC20	CDC20
ELOVL1	ELOVL1
MED8	MED8
SZT2	SZT2
HYI	HYI
PTPRF	PTPRF
AL451062.3	AL451062.3
KDM4A	KDM4A
ST3GAL3	ST3GAL3
ARTN	ARTN
IPO13	IPO13
DPH2	DPH2
ATP6V0B	ATP6V0B
B4GALT2	B4GALT2
CCDC24	CCDC24
SLC6A9	SLC6A9
KLF17	KLF17
KLF18	KLF18
DMAP1	DMAP1
ERI3	ERI3
RNF220	RNF220
TMEM53	TMEM53
ARMH1	ARMH1
KIF2C	KIF2C
RPS8	RPS8
BEST4	BEST4
PLK3	PLK3
TCTEX1D4	TCTEX1D4
BTBD19	BTBD19
PTCH2	PTCH2
EIF2B3	EIF2B3
HECTD3	HECTD3
UROD	UROD
ZSWIM5	ZSWIM5
HPDL	HPDL
MUTYH	MUTYH
TOE1	TOE1
TESK2	TESK2
CCDC163	CCDC163
MMACHC	MMACHC
PRDX1	PRDX1
AKR1A1	AKR1A1
NASP	NASP
CCDC17	CCDC17
GPBP1L1	GPBP1L1
TMEM69	TMEM69
IPP	IPP
MAST2	MAST2
PIK3R3	PIK3R3
AL358075.4	AL358075.4
TSPAN1	TSPAN1
AL672043.1	AL672043.1
POMGNT1	POMGNT1
LURAP1	LURAP1
RAD54L	RAD54L
LRRC41	LRRC41
UQCRH	UQCRH
NSUN4	NSUN4
FAAH	FAAH
DMBX1	DMBX1
AL136373.1	AL136373.1
KNCN	KNCN
MKNK1	MKNK1
MOB3C	MOB3C
ATPAF1	ATPAF1
TEX38	TEX38
EFCAB14	EFCAB14
CYP4B1	CYP4B1
CYP4A11	CYP4A11
CYP4X1	CYP4X1
CYP4Z1	CYP4Z1
CYP4A22	CYP4A22
PDZK1IP1	PDZK1IP1
TAL1	TAL1
STIL	STIL
CMPK1	CMPK1
FOXE3	FOXE3
FOXD2	FOXD2
TRABD2B	TRABD2B
SLC5A9	SLC5A9
SPATA6	SPATA6
AGBL4	AGBL4
BEND5	BEND5
ELAVL4	ELAVL4
DMRTA2	DMRTA2
FAF1	FAF1
CDKN2C	CDKN2C
C1orf185	C1orf185
RNF11	RNF11
TTC39A	TTC39A
EPS15	EPS15
OSBPL9	OSBPL9
NRDC	NRDC
RAB3B	RAB3B
TXNDC12	TXNDC12
AL445685.3	AL445685.3
KTI12	KTI12
BTF3L4	BTF3L4
ZFYVE9	ZFYVE9
CC2D1B	CC2D1B
ORC1	ORC1
PRPF38A	PRPF38A
TUT4	TUT4
GPX7	GPX7
SHISAL2A	SHISAL2A
COA7	COA7
ZYG11B	ZYG11B
ZYG11A	ZYG11A
ECHDC2	ECHDC2
SCP2	SCP2
PODN	PODN
SLC1A7	SLC1A7
CPT2	CPT2
C1orf123	C1orf123
MAGOH	MAGOH
LRP8	LRP8
DMRTB1	DMRTB1
GLIS1	GLIS1
NDC1	NDC1
YIPF1	YIPF1
DIO1	DIO1
HSPB11	HSPB11
LRRC42	LRRC42
LDLRAD1	LDLRAD1
TMEM59	TMEM59
TCEANC2	TCEANC2
AL357673.1	AL357673.1
CDCP2	CDCP2
CYB5RL	CYB5RL
MRPL37	MRPL37
SSBP3	SSBP3
ACOT11	ACOT11
FAM151A	FAM151A
MROH7	MROH7
MROH7-TTC4	MROH7-TTC4
TTC4	TTC4
PARS2	PARS2
TTC22	TTC22
LEXM	LEXM
DHCR24	DHCR24
TMEM61	TMEM61
BSND	BSND
PCSK9	PCSK9
USP24	USP24
AC119674.2	AC119674.2
PLPP3	PLPP3
PRKAA2	PRKAA2
FYB2	FYB2
C8A	C8A
C8B	C8B
DAB1	DAB1
OMA1	OMA1
TACSTD2	TACSTD2
MYSM1	MYSM1
JUN	JUN
FGGY	FGGY
HOOK1	HOOK1
CYP2J2	CYP2J2
C1orf87	C1orf87
NFIA	NFIA
TM2D1	TM2D1
PATJ	PATJ
L1TD1	L1TD1
KANK4	KANK4
USP1	USP1
DOCK7	DOCK7
ANGPTL3	ANGPTL3
ATG4C	ATG4C
FOXD3	FOXD3
ALG6	ALG6
ITGB3BP	ITGB3BP
EFCAB7	EFCAB7
PGM1	PGM1
ROR1	ROR1
UBE2U	UBE2U
CACHD1	CACHD1
RAVER2	RAVER2
JAK1	JAK1
AK4	AK4
DNAJC6	DNAJC6
LEPROT	LEPROT
LEPR	LEPR
PDE4B	PDE4B
SGIP1	SGIP1
TCTEX1D1	TCTEX1D1
INSL5	INSL5
WDR78	WDR78
MIER1	MIER1
SLC35D1	SLC35D1
C1orf141	C1orf141
IL23R	IL23R
IL12RB2	IL12RB2
SERBP1	SERBP1
GADD45A	GADD45A
GNG12	GNG12
DIRAS3	DIRAS3
WLS	WLS
RPE65	RPE65
DEPDC1	DEPDC1
LRRC7	LRRC7
LRRC40	LRRC40
SRSF11	SRSF11
ANKRD13C	ANKRD13C
HHLA3	HHLA3
CTH	CTH
PTGER3	PTGER3
ZRANB2	ZRANB2
NEGR1	NEGR1
LRRIQ3	LRRIQ3
FPGT	FPGT
FPGT-TNNI3K	FPGT-TNNI3K
TNNI3K	TNNI3K
LRRC53	LRRC53
ERICH3	ERICH3
CRYZ	CRYZ
TYW3	TYW3
LHX8	LHX8
SLC44A5	SLC44A5
ACADM	ACADM
RABGGTB	RABGGTB
MSH4	MSH4
ASB17	ASB17
ST6GALNAC3	ST6GALNAC3
ST6GALNAC5	ST6GALNAC5
PIGK	PIGK
AK5	AK5
AC118549.1	AC118549.1
USP33	USP33
MIGA1	MIGA1
NEXN	NEXN
FUBP1	FUBP1
DNAJB4	DNAJB4
GIPC2	GIPC2
PTGFR	PTGFR
IFI44L	IFI44L
IFI44	IFI44
ADGRL4	ADGRL4
ADGRL2	ADGRL2
TTLL7	TTLL7
PRKACB	PRKACB
SAMD13	SAMD13
DNASE2B	DNASE2B
RPF1	RPF1
GNG5	GNG5
SPATA1	SPATA1
CTBS	CTBS
SSX2IP	SSX2IP
LPAR3	LPAR3
MCOLN2	MCOLN2
WDR63	WDR63
MCOLN3	MCOLN3
SYDE2	SYDE2
C1orf52	C1orf52
BCL10	BCL10
DDAH1	DDAH1
CYR61	CYR61
ZNHIT6	ZNHIT6
COL24A1	COL24A1
ODF2L	ODF2L
CLCA2	CLCA2
CLCA1	CLCA1
CLCA4	CLCA4
SH3GLB1	SH3GLB1
SELENOF	SELENOF
HS2ST1	HS2ST1
AC093155.3	AC093155.3
LMO4	LMO4
PKN2	PKN2
GTF2B	GTF2B
KYAT3	KYAT3
RBMXL1	RBMXL1
GBP3	GBP3
GBP1	GBP1
GBP2	GBP2
GBP7	GBP7
GBP4	GBP4
GBP5	GBP5
GBP6	GBP6
LRRC8B	LRRC8B
LRRC8C	LRRC8C
AC093423.3	AC093423.3
LRRC8D	LRRC8D
ZNF326	ZNF326
BARHL2	BARHL2
ZNF644	ZNF644
HFM1	HFM1
CDC7	CDC7
TGFBR3	TGFBR3
BRDT	BRDT
EPHX4	EPHX4
SETSIP	SETSIP
BTBD8	BTBD8
C1orf146	C1orf146
GLMN	GLMN
RPAP2	RPAP2
GFI1	GFI1
EVI5	EVI5
RPL5	RPL5
FAM69A	FAM69A
MTF2	MTF2
TMED5	TMED5
CCDC18	CCDC18
DR1	DR1
FNBP1L	FNBP1L
BCAR3	BCAR3
DNTTIP2	DNTTIP2
GCLM	GCLM
ABCA4	ABCA4
ARHGAP29	ARHGAP29
ABCD3	ABCD3
F3	F3
SLC44A3	SLC44A3
CNN3	CNN3
ALG14	ALG14
TMEM56	TMEM56
TMEM56-RWDD3	TMEM56-RWDD3
RWDD3	RWDD3
PTBP2	PTBP2
DPYD	DPYD
SNX7	SNX7
PLPPR5	PLPPR5
PLPPR4	PLPPR4
PALMD	PALMD
FRRS1	FRRS1
AGL	AGL
SLC35A3	SLC35A3
AC118553.2	AC118553.2
MFSD14A	MFSD14A
SASS6	SASS6
TRMT13	TRMT13
LRRC39	LRRC39
DBT	DBT
RTCA	RTCA
CDC14A	CDC14A
GPR88	GPR88
VCAM1	VCAM1
EXTL2	EXTL2
SLC30A7	SLC30A7
DPH5	DPH5
S1PR1	S1PR1
OLFM3	OLFM3
COL11A1	COL11A1
RNPC3	RNPC3
AMY2B	AMY2B
AMY2A	AMY2A
AMY1A	AMY1A
AMY1B	AMY1B
AMY1C	AMY1C
PRMT6	PRMT6
NTNG1	NTNG1
VAV3	VAV3
SLC25A24	SLC25A24
NBPF4	NBPF4
NBPF6	NBPF6
FAM102B	FAM102B
HENMT1	HENMT1
PRPF38B	PRPF38B
FNDC7	FNDC7
STXBP3	STXBP3
AKNAD1	AKNAD1
AL449266.1	AL449266.1
GPSM2	GPSM2
CLCC1	CLCC1
WDR47	WDR47
TAF13	TAF13
TMEM167B	TMEM167B
C1orf194	C1orf194
KIAA1324	KIAA1324
SARS	SARS
CELSR2	CELSR2
PSRC1	PSRC1
MYBPHL	MYBPHL
SORT1	SORT1
PSMA5	PSMA5
SYPL2	SYPL2
ATXN7L2	ATXN7L2
CYB561D1	CYB561D1
AMIGO1	AMIGO1
GPR61	GPR61
GNAI3	GNAI3
GNAT2	GNAT2
AMPD2	AMPD2
GSTM4	GSTM4
GSTM2	GSTM2
GSTM1	GSTM1
GSTM5	GSTM5
GSTM3	GSTM3
EPS8L3	EPS8L3
CSF1	CSF1
AHCYL1	AHCYL1
STRIP1	STRIP1
ALX3	ALX3
UBL4B	UBL4B
SLC6A17	SLC6A17
KCNC4	KCNC4
RBM15	RBM15
SLC16A4	SLC16A4
LAMTOR5	LAMTOR5
PROK1	PROK1
KCNA10	KCNA10
KCNA2	KCNA2
KCNA3	KCNA3
CD53	CD53
LRIF1	LRIF1
DRAM2	DRAM2
CEPT1	CEPT1
DENND2D	DENND2D
CHI3L2	CHI3L2
CHIA	CHIA
PIFO	PIFO
OVGP1	OVGP1
WDR77	WDR77
ATP5PB	ATP5PB
C1orf162	C1orf162
TMIGD3	TMIGD3
ADORA3	ADORA3
RAP1A	RAP1A
INKA2	INKA2
AL049557.1	AL049557.1
DDX20	DDX20
KCND3	KCND3
CTTNBP2NL	CTTNBP2NL
WNT2B	WNT2B
ST7L	ST7L
CAPZA1	CAPZA1
MOV10	MOV10
RHOC	RHOC
AL603832.3	AL603832.3
PPM1J	PPM1J
FAM19A3	FAM19A3
SLC16A1	SLC16A1
LRIG2	LRIG2
MAGI3	MAGI3
PHTF1	PHTF1
RSBN1	RSBN1
PTPN22	PTPN22
BCL2L15	BCL2L15
AP4B1	AP4B1
DCLRE1B	DCLRE1B
HIPK1	HIPK1
OLFML3	OLFML3
SYT6	SYT6
TRIM33	TRIM33
BCAS2	BCAS2
DENND2C	DENND2C
AMPD1	AMPD1
NRAS	NRAS
CSDE1	CSDE1
SIKE1	SIKE1
SYCP1	SYCP1
TSHB	TSHB
TSPAN2	TSPAN2
NGF	NGF
VANGL1	VANGL1
CASQ2	CASQ2
NHLH2	NHLH2
SLC22A15	SLC22A15
MAB21L3	MAB21L3
ATP1A1	ATP1A1
CD58	CD58
IGSF3	IGSF3
CD2	CD2
PTGFRN	PTGFRN
CD101	CD101
TTF2	TTF2
TRIM45	TRIM45
VTCN1	VTCN1
MAN1A2	MAN1A2
TENT5C	TENT5C
GDAP2	GDAP2
WDR3	WDR3
SPAG17	SPAG17
TBX15	TBX15
WARS2	WARS2
HAO2	HAO2
HSD3B2	HSD3B2
HSD3B1	HSD3B1
ZNF697	ZNF697
PHGDH	PHGDH
HMGCS2	HMGCS2
REG4	REG4
ADAM30	ADAM30
NOTCH2	NOTCH2
SEC22B	SEC22B
NBPF26	NBPF26
PPIAL4A	PPIAL4A
FCGR1B	FCGR1B
FAM72B	FAM72B
SRGAP2C	SRGAP2C
HIST2H3PS2	HIST2H3PS2
FAM72C	FAM72C
PPIAL4E	PPIAL4E
NBPF15	NBPF15
PPIAL4F	PPIAL4F
SRGAP2B	SRGAP2B
FAM72D	FAM72D
PPIAL4D	PPIAL4D
NBPF20	NBPF20
GPR89A	GPR89A
PDZK1	PDZK1
CD160	CD160
RNF115	RNF115
POLR3C	POLR3C
NUDT17	NUDT17
PIAS3	PIAS3
ANKRD35	ANKRD35
ITGA10	ITGA10
PEX11B	PEX11B
RBM8A	RBM8A
AC243547.3	AC243547.3
LIX1L	LIX1L
ANKRD34A	ANKRD34A
POLR3GL	POLR3GL
TXNIP	TXNIP
HJV	HJV
NBPF10	NBPF10
AC239799.1	AC239799.1
NOTCH2NLA	NOTCH2NLA
AC243756.1	AC243756.1
NBPF12	NBPF12
PRKAB2	PRKAB2
FMO5	FMO5
CHD1L	CHD1L
BCL9	BCL9
ACP6	ACP6
GJA5	GJA5
GJA8	GJA8
GPR89B	GPR89B
NBPF11	NBPF11
PPIAL4G	PPIAL4G
NBPF14	NBPF14
NUDT4B	NUDT4B
PDE4DIP	PDE4DIP
NBPF9	NBPF9
NBPF19	NBPF19
PPIAL4C	PPIAL4C
FCGR1A	FCGR1A
HIST2H2BF	HIST2H2BF
HIST2H3D	HIST2H3D
HIST2H4A	HIST2H4A
HIST2H3C	HIST2H3C
HIST2H2AA3	HIST2H2AA3
HIST2H2AA4	HIST2H2AA4
HIST2H4B	HIST2H4B
HIST2H2BE	HIST2H2BE
HIST2H2AC	HIST2H2AC
HIST2H2AB	HIST2H2AB
BOLA1	BOLA1
SV2A	SV2A
SF3B4	SF3B4
MTMR11	MTMR11
OTUD7B	OTUD7B
VPS45	VPS45
PLEKHO1	PLEKHO1
ANP32E	ANP32E
CA14	CA14
APH1A	APH1A
C1orf54	C1orf54
CIART	CIART
